subject,group,idnews,theme,veracity,eval,eval_RT,judgment,success,rec,rec_RT,WTP,WTP_RT,ambiguity,split,desirability,SOS_Mediterranee,FEMEN,Generation_Identitaire,La_Manif_Pour_Tous,Greenpeace,WWF,NIPCC,Climato_realistes,Mouvement_Europeen_France,Fondation_Robert_Schuman,Frexit,Parti_Libertarien,age,sex,education,EC,prcnt_politique,prcnt_journaliste,prcnt_medecin,prcnt_acteurjustsoc,prcnt_chercheur,prcnt_acteurecologie,prcnt_general,year,Brier,consensuality,order
11,2,194,2,1,90,11878,0,0,0,1696,1,2175,7.6,8.3,7.5,76,52,26,38,62,86,21,29,57,60,17,36,20,1,2,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.7,24
11,2,205,2,1,90,9064,1,1,0,738,1,1631,5.63636363636364,6.72727272727273,6.54545454545455,76,52,26,38,62,86,21,29,57,60,17,36,20,1,2,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.27272727272727,38
11,2,206,2,0,100,12035,0,1,0,1802,1,3325,6.8,8.8,8,76,52,26,38,62,86,21,29,57,60,17,36,20,1,2,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.2,17
11,2,209,2,1,70,8426,0,0,0,1057,1,1928,6.6,9.2,7.7,76,52,26,38,62,86,21,29,57,60,17,36,20,1,2,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0.800000000000001,42
12,2,3,1,1,100,9383,1,1,0,1068,0,2629,5,6.5,6.1,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.5,2
12,2,17,1,1,61,9705,1,1,0,796,0,3162,4.72727272727273,7,7.81818181818182,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3,7
12,2,18,1,0,100,4933,1,0,0,4210,0,3004,6.54545454545455,7.27272727272727,6.36363636363636,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.72727272727273,48
12,2,23,1,1,50,11567,0,0,1,1261,0,2595,4.45454545454545,5.72727272727273,7.54545454545455,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.27272727272727,28
12,2,28,1,1,78,9696,0,0,1,895,0,2390,4.36363636363636,6.36363636363636,6.81818181818182,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.63636363636364,25
12,2,31,1,0,100,8995,1,0,0,1887,0,2320,6.27272727272727,6.18181818181818,6.18181818181818,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.81818181818182,26
12,2,34,1,1,27,13162,1,1,1,1211,0,3407,6.63636363636364,8.63636363636364,7.18181818181818,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.36363636363636,30
12,2,39,1,1,50,10012,1,1,1,1037,0,3076,6.36363636363636,7.45454545454545,7.90909090909091,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.54545454545455,40
12,2,50,3,0,100,6708,1,0,1,1157,0,3171,3.8,4.3,7.1,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5.7,12
12,2,64,3,0,50,14118,1,0,0,906,0,2393,5.6,6.6,7.8,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.4,1
12,2,70,3,1,4,10222,1,1,0,2951,0,2811,3,4.18181818181818,5.18181818181818,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5.81818181818182,45
12,2,74,3,0,100,15632,0,1,0,1133,0,2871,5.09090909090909,7.81818181818182,7,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.18181818181818,36
12,2,76,3,1,100,9945,1,1,0,1217,0,2685,4.63636363636364,5.72727272727273,5.27272727272727,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.27272727272727,23
12,2,80,3,0,79,8272,0,1,0,1834,0,2695,4.9,6,6.4,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4,41
12,2,85,3,1,83,12767,0,0,1,1444,0,2960,5.18181818181818,5.90909090909091,6.63636363636364,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.09090909090909,22
12,2,87,3,1,100,8463,1,1,1,1060,0,4969,3.72727272727273,6.54545454545455,6,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.45454545454545,19
12,2,90,3,1,51,10284,1,1,0,1082,0,3013,6,7.2,8.1,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.8,35
12,2,93,3,0,56,8289,1,0,0,2914,0,2318,8,7.72727272727273,8,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.27272727272727,27
12,2,97,3,0,100,11035,1,0,0,971,0,3327,4.72727272727273,7.45454545454545,6.63636363636364,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.54545454545455,37
12,2,103,3,0,61,11453,1,0,1,1144,0,2670,4.09090909090909,7.63636363636364,6.45454545454545,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.36363636363636,43
12,2,104,2,0,70,17833,0,1,0,1491,0,5623,6.09090909090909,7.18181818181818,5.54545454545455,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.81818181818182,3
12,2,109,3,1,66,16259,0,0,0,867,0,4024,3.7,4.9,6.5,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5.1,4
12,2,113,3,1,100,13485,1,1,0,1182,0,2539,6.54545454545455,6.81818181818182,5.81818181818182,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.18181818181818,39
12,2,116,3,1,100,11176,1,1,0,1253,0,2491,6,7.6,8,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.4,47
12,2,119,2,1,70,11338,0,0,0,2584,0,2014,5.3,9.1,8.5,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0.9,38
12,2,122,2,1,69,18456,0,0,1,869,0,2664,5.9,4.9,3.9,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5.1,20
12,2,124,2,1,77,10262,1,1,1,1357,0,3754,4.90909090909091,6.90909090909091,5.63636363636364,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.09090909090909,21
12,2,127,2,1,60,11532,1,1,1,943,0,2188,4.6,8.1,4.8,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.9,9
12,2,128,2,0,70,13416,1,0,1,994,0,3348,6.4,5.7,6.2,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.3,18
12,2,130,2,0,65,9650,0,1,1,991,0,3155,5.90909090909091,5.72727272727273,2.45454545454545,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.27272727272727,11
12,2,139,2,0,65,10544,1,0,1,823,0,3258,6.18181818181818,7.81818181818182,6.27272727272727,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.18181818181818,15
12,2,145,2,0,100,15533,1,0,1,2031,0,3346,5.3,2.7,3.6,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,7.3,46
12,2,151,2,0,79,9708,1,0,1,1193,0,2694,6.09090909090909,6.63636363636364,5.45454545454545,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.36363636363636,33
12,2,157,2,1,70,14003,1,1,0,801,0,3228,5.63636363636364,6.45454545454545,6,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.54545454545455,8
12,2,161,2,0,63,9171,1,0,1,557,0,2522,5.72727272727273,6.18181818181818,6,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.81818181818182,29
12,2,164,3,0,70,21066,0,1,1,1033,0,2586,3.54545454545455,7.72727272727273,6.63636363636364,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,2.27272727272727,10
12,2,165,1,0,63,15499,0,1,0,1277,0,2608,5,5.81818181818182,6.72727272727273,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.18181818181818,42
12,2,176,1,0,29,12891,1,0,0,571,0,3163,3.27272727272727,3.09090909090909,6.90909090909091,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,6.90909090909091,6
12,2,178,1,1,70,17275,0,0,1,2653,0,2901,6.18181818181818,5.27272727272727,6.90909090909091,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4.72727272727273,17
12,2,180,1,0,65,10751,1,0,1,1043,0,3845,3.7,3.7,6.7,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,6.3,14
12,2,182,1,0,100,8569,1,0,0,1559,0,3200,3.27272727272727,4,6.09090909090909,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,6,31
12,2,187,1,0,100,14266,0,1,0,1453,0,3052,4.18181818181818,6,6.54545454545455,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,4,32
12,2,191,1,1,51,14274,1,1,0,2149,0,2592,3,5,6.81818181818182,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5,34
12,2,192,1,0,70,9945,1,0,1,837,0,3794,3,4.90909090909091,5.45454545454545,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,5.09090909090909,13
12,2,194,2,1,100,10350,0,0,0,896,0,2675,7.6,8.3,7.5,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.7,5
12,2,205,2,1,19,15950,1,1,1,1089,0,2597,5.63636363636364,6.72727272727273,6.54545454545455,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,3.27272727272727,24
12,2,206,2,0,100,9175,0,1,1,1461,0,2538,6.8,8.8,8,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1.2,44
12,2,209,2,1,66,11827,0,0,1,612,0,2679,6.6,9.2,7.7,45,38,43,79,38,67,40,43,50,57,38,36,19,1,2,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0.800000000000001,16
13,1,1,3,0,37,15425,0,1,0,1022,4,3068,4.54545454545455,6.45454545454545,7.36363636363636,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.54545454545455,16
13,1,2,1,1,100,6815,1,1,1,1947,5,2356,5.81818181818182,5.45454545454545,6.36363636363636,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,4.54545454545455,27
13,1,7,1,1,98,7283,1,1,1,2457,11,2205,4.90909090909091,5.90909090909091,4.63636363636364,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,4.09090909090909,44
13,1,12,1,0,45,19163,1,0,1,1950,16,2412,6.45454545454545,6.90909090909091,4.81818181818182,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.09090909090909,28
13,1,19,1,0,46,19604,0,1,1,3918,12,2005,4,7.36363636363636,7.81818181818182,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.63636363636364,19
13,1,21,1,1,100,8493,1,1,1,2238,7,2107,6.1,5,6.5,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5,30
13,1,27,1,1,72,7820,1,1,1,1714,10,2722,5.09090909090909,4.72727272727273,5.81818181818182,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.27272727272727,24
13,1,30,1,1,63,10027,1,1,0,2714,5,2156,7.1,4.3,6.4,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.7,15
13,1,36,1,0,46,19796,1,0,1,2149,15,2360,7.1,7.5,7.4,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.5,25
13,1,38,1,1,64,8070,0,0,1,859,12,2364,6.7,4.1,5.7,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.9,37
13,1,53,3,1,87,15627,1,1,0,2774,14,2506,6.9,8.7,7.4,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.3,38
13,1,62,3,0,58,7610,0,1,0,1617,10,3496,7.5,6.2,6.2,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.8,33
13,1,68,2,0,35,15018,1,0,1,2311,7,3527,5.36363636363636,8,5.63636363636364,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2,3
13,1,69,3,0,62,8946,1,0,0,3251,4,2155,4.36363636363636,8.09090909090909,4.27272727272727,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.90909090909091,14
13,1,75,3,1,70,8423,1,1,1,2121,4,2915,3,4.3,5.2,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.7,18
13,1,77,3,1,76,8315,1,1,0,6670,7,2490,3.45454545454545,3.90909090909091,5.45454545454545,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6.09090909090909,39
13,1,78,3,0,100,6371,1,0,1,2452,3,2843,4.9,3.5,7.4,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6.5,26
13,1,81,3,0,97,6633,1,0,1,3374,11,3130,3.8,4,8,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6,42
13,1,86,3,1,61,11620,1,1,0,2387,6,2668,7.45454545454545,6.54545454545455,4.63636363636364,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.45454545454545,23
13,1,88,3,1,40,18262,0,0,0,3307,5,3199,6.27272727272727,8.09090909090909,5.09090909090909,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.90909090909091,7
13,1,95,3,0,44,8604,1,0,1,1388,8,2812,5.9,6.1,7.3,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.9,43
13,1,99,3,1,72,10971,1,1,0,2546,11,2210,5.9,8.9,7.6,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.1,11
13,1,100,3,0,57,7356,0,1,0,1715,17,2284,4.45454545454545,7.45454545454545,4.54545454545455,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.54545454545455,36
13,1,108,2,1,83,10870,0,0,1,660,10,2627,4.5,7,3.7,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3,41
13,1,112,3,1,32,11887,0,0,1,7093,5,3498,8.4,8.8,6.1,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.2,2
13,1,114,3,1,75,11291,0,0,0,4887,11,2277,7.3,8.9,7.2,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.1,10
13,1,118,3,0,44,6522,1,0,1,4940,4,3760,4.27272727272727,8.54545454545454,5.18181818181818,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.45454545454546,22
13,1,120,2,1,66,12279,0,0,1,1657,9,1968,2.81818181818182,4.36363636363636,4.81818181818182,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.63636363636364,46
13,1,123,2,1,47,10216,0,0,0,2306,1,5224,6,7.1,5.2,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.9,21
13,1,125,2,0,94,12496,1,0,0,2685,6,2340,5.18181818181818,7.63636363636364,4.36363636363636,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.36363636363636,9
13,1,126,2,1,69,9745,1,1,1,4311,9,1901,5.4,6.7,3.1,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.3,40
13,1,129,2,0,85,6430,1,0,1,1451,9,2128,4.36363636363636,4.36363636363636,3.72727272727273,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.63636363636364,47
13,1,134,2,0,95,10770,0,1,1,2883,4,3485,4.09090909090909,7.36363636363636,6.81818181818182,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.63636363636364,20
13,1,136,2,1,71,10186,0,0,0,2028,10,2228,5.8,8.1,6.3,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.9,29
13,1,140,2,0,48,9783,0,1,1,3955,8,2923,7.8,7.8,7.6,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.2,17
13,1,147,2,0,51,8842,1,0,1,2795,3,2289,7.3,7.4,6.7,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.6,5
13,1,159,2,0,51,39132,0,1,1,1991,3,4626,5,5.7,7,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,4.3,4
13,1,162,2,0,73,9357,0,1,1,1042,5,2423,4.81818181818182,7.54545454545455,5.09090909090909,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,2.45454545454545,45
13,1,163,2,1,81,21885,0,0,1,5134,16,3640,5.36363636363636,8.54545454545454,7.72727272727273,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.45454545454546,13
13,1,168,1,0,19,27521,1,0,1,1962,14,3076,5.45454545454545,6.72727272727273,5.90909090909091,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,3.27272727272727,34
13,1,174,1,1,52,9022,1,1,0,1132,7,2821,6.1,4.4,6.3,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,5.6,8
13,1,177,1,0,44,10089,1,0,1,1432,13,2465,4.63636363636364,5.36363636363636,8.72727272727273,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,4.63636363636364,31
13,1,179,1,1,29,21724,1,1,0,6641,4,3592,3.27272727272727,5.54545454545455,5.72727272727273,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,4.45454545454545,1
13,1,181,1,0,65,7428,1,0,0,916,9,2820,4.45454545454545,4,7.18181818181818,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6,35
13,1,184,1,0,76,14481,1,0,1,2016,10,2215,3,3.5,5.9,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6.5,32
13,1,190,1,0,31,9010,0,1,1,1244,3,2187,3.45454545454545,3.81818181818182,5.63636363636364,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,6.18181818181818,6
13,1,203,2,1,53,7521,0,0,1,624,9,3259,5,9.2,8.5,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,0.800000000000001,48
13,1,208,2,1,65,14032,0,0,0,1754,6,2172,6.9,8.2,7.2,60,62,36,67,74,86,29,62,67,74,31,55,21,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.3969,1.8,12
14,1,1,3,0,20,21642,0,1,1,1029,1,1912,4.54545454545455,6.45454545454545,7.36363636363636,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,3.54545454545455,44
14,1,2,1,1,100,6178,1,1,0,1759,1,2045,5.81818181818182,5.45454545454545,6.36363636363636,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,4.54545454545455,8
14,1,7,1,1,31,21902,1,1,1,1165,5,3090,4.90909090909091,5.90909090909091,4.63636363636364,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,4.09090909090909,11
14,1,12,1,0,60,10884,1,0,0,917,2,2545,6.45454545454545,6.90909090909091,4.81818181818182,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,3.09090909090909,24
14,1,19,1,0,30,8391,0,1,1,539,6,1663,4,7.36363636363636,7.81818181818182,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,2.63636363636364,43
14,1,21,1,1,100,5224,1,1,0,977,1,2529,6.1,5,6.5,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,5,45
14,1,27,1,1,20,8269,1,1,1,2778,2,3610,5.09090909090909,4.72727272727273,5.81818181818182,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,5.27272727272727,10
14,1,30,1,1,5,14322,1,1,0,2055,1,4979,7.1,4.3,6.4,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,5.7,40
14,1,36,1,0,80,8958,1,0,0,1733,1,3123,7.1,7.5,7.4,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,2.5,38
14,1,38,1,1,11,16694,0,0,0,1091,1,2678,6.7,4.1,5.7,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,5.9,41
14,1,53,3,1,51,10146,0,0,1,7144,5,2207,6.9,8.7,7.4,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,1.3,48
14,1,62,3,0,95,12533,0,1,0,1923,2,1673,7.5,6.2,6.2,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,3.8,17
14,1,68,2,0,50,13729,0,1,1,602,1,2160,5.36363636363636,8,5.63636363636364,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,2,47
14,1,69,3,0,15,10160,0,1,0,2090,1,2345,4.36363636363636,8.09090909090909,4.27272727272727,71,83,40,43,93,100,83,29,43,74,19,14,22,2,2,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.64,1.90909090909091,25
