subject,group,idnews,theme,veracity,eval,eval_RT,judgment,success,rec,rec_RT,WTP,WTP_RT,ambiguity,split,desirability,SOS_Méditerranée,FEMEN,Génération_Identitaire,La_Manif_Pour_Tous,Greenpeace,WWF,NIPCC,Climato_réalistes,Mouvement_Européen_France,Fondation_Robert_Schuman,Frexit,Parti_Libertarien,age,sex,education
4,2,130,3,1,-100,49919,0,0,2,2326,1,3072,3.45454545454545,5.36363636363636,7.09090909090909,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,165,2,1,98,72427,1,1,2,1815,1,4399,5,2.9,3.9,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,3,2,1,99,36611,1,1,2,3794,0,5123,4.09090909090909,7.63636363636364,6.45454545454545,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,80,2,1,-98,52854,0,0,2,1214,1,4538,4.81818181818182,5.63636363636364,5.63636363636364,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,70,2,1,-93,64152,0,0,1,1228,1,4558,5.09090909090909,7.81818181818182,7,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,64,2,0,96,13677,1,0,2,9074,1,2853,6,7.2,8.1,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,104,2,0,-97,78645,0,1,2,1714,1,3244,6,7.6,8,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,17,2,0,100,39857,1,0,2,3553,1,3172,4.7,7.9,5,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,127,2,0,100,56329,1,0,2,1649,1,4056,6.09090909090909,7.81818181818182,6.63636363636364,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,93,2,0,100,45483,1,0,1,1153,1,2515,4,6.54545454545455,5.90909090909091,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,209,2,1,100,32887,1,1,2,2481,1,2533,5.72727272727273,6.18181818181818,6,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,187,2,0,100,47918,1,0,2,1113,1,3434,5,5.81818181818182,6.72727272727273,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,176,3,0,-99,68693,0,1,2,1059,1,6624,6.54545454545455,7.27272727272727,6.36363636363636,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,119,1,0,96,23084,1,0,2,1631,1,3973,3.63636363636364,4.36363636363636,6.36363636363636,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,145,1,0,100,15653,1,0,2,1001,1,3667,5.63636363636364,6.45454545454545,6,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,182,1,1,99,32557,1,1,2,12993,1,9346,6.54545454545455,6.81818181818182,5.81818181818182,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,122,1,0,100,60337,1,0,2,1527,1,2578,4.2,4.6,6.8,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,139,1,0,-98,47947,0,1,2,1870,1,2769,3.27272727272727,4,5.45454545454545,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,116,1,0,90,15921,1,0,2,4534,1,4180,4.63636363636364,6.63636363636364,7.63636363636364,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,157,1,1,100,38956,1,1,2,1157,1,3099,3.27272727272727,5.27272727272727,5.72727272727273,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,39,1,0,93,17125,1,0,2,1249,1,2434,3.8,4.3,7.1,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,109,2,1,100,16222,1,1,2,1753,1,3100,5.36363636363636,6,6.54545454545455,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,18,2,1,100,26314,1,1,2,4752,1,6437,6.1,5,4.4,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,74,2,0,-100,52364,0,1,2,1372,1,6120,4.63636363636364,6.63636363636364,6.63636363636364,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
4,2,97,2,1,100,18495,1,1,2,2432,1,3435,3.81818181818182,7.36363636363636,6.63636363636364,83,67,19,33,74,83,60,26,48,60,33,45,24,2,4
5,1,1,3,0,75,14188,1,0,2,4029,5,3691,4.54545454545455,6.45454545454545,7.36363636363636,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,162,1,1,-70,24918,0,0,1,1862,7,4114,4.81818181818182,7.54545454545455,5.09090909090909,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,81,1,1,90,9412,1,1,2,1687,4,3863,3.8,4,8,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,12,1,0,80,9979,1,0,2,3048,7,4247,6.45454545454545,6.90909090909091,4.81818181818182,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,36,1,0,-50,31513,0,1,1,1076,11,4815,7.1,7.5,7.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,99,1,1,90,7805,1,1,2,2437,4,7182,5.9,8.9,7.6,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,120,1,1,-83,12638,0,0,2,1676,11,7214,3,4.72727272727273,4.81818181818182,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,88,1,1,-35,19747,0,0,2,1672,4,14765,6.27272727272727,8.09090909090909,5.09090909090909,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,181,1,0,-85,9907,0,1,2,2517,11,2698,4.45454545454545,4,7.18181818181818,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,123,1,1,60,12820,1,1,2,1429,3,3446,6.2,6.8,5.5,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,208,3,1,85,19670,1,1,1,991,17,3513,7,7.9,7.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,177,3,0,-55,21094,0,1,2,3764,6,6416,4.81818181818182,5.36363636363636,8.45454545454546,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,62,2,0,-88,13287,0,1,2,1437,4,2549,7.5,6.2,6.2,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,174,3,0,65,14254,1,0,1,1296,9,4183,6.4,4.3,6.6,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,108,3,1,-60,24119,0,0,2,1835,16,7924,4.7,6.6,3.9,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,136,3,1,70,27611,1,1,1,1579,9,2338,5.8,7.7,6.5,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,95,3,0,-90,10524,0,1,2,1487,5,6756,5.9,6.1,7.3,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,159,3,0,86,8446,1,0,2,2959,7,2504,5,5.7,7,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,125,3,1,-40,26318,0,0,2,1252,4,4998,5.09090909090909,7.72727272727273,4.54545454545455,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,184,3,1,71,12276,1,1,1,1629,15,2802,3,3.5,5.9,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,7,3,0,69,19216,1,0,2,1568,1,4188,4.90909090909091,5.90909090909091,4.63636363636364,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,38,3,1,-81,15259,0,0,2,2992,9,4715,6.7,4.1,5.7,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,118,3,0,-85,8822,0,1,2,3729,6,4140,4.63636363636364,8.54545454545454,5.36363636363636,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,75,2,1,55,12458,1,1,2,2109,17,7437,3.4,4.5,5.7,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,129,3,1,70,25691,1,1,2,1963,14,4817,4.63636363636364,4.36363636363636,4.18181818181818,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,19,3,1,61,17934,1,1,1,1528,18,3478,4.36363636363636,7.09090909090909,7.72727272727273,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,69,3,0,-58,24919,0,1,2,3399,2,2628,4.36363636363636,8.09090909090909,4.27272727272727,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,30,2,1,76,20256,1,1,2,1620,3,4220,7,4.2,6.1,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,112,2,1,-61,8817,0,0,2,1438,4,3132,8.3,8.4,6.2,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,179,2,0,75,18729,1,0,2,1929,2,6305,3.27272727272727,5.54545454545455,5.72727272727273,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,168,2,1,-54,15920,0,0,2,969,13,2648,5.72727272727273,7.09090909090909,6.18181818181818,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,126,2,0,-75,17083,0,1,2,3623,4,3849,5.7,6.5,3.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,77,2,0,-73,14204,0,1,2,16911,2,2576,3.45454545454545,3.90909090909091,5.45454545454545,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,68,2,1,-71,15097,0,0,1,2563,15,4479,5.36363636363636,8,5.63636363636364,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,21,2,0,90,10251,1,0,1,2192,19,2902,6.1,5,6.5,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,86,2,0,30,19143,1,0,2,2981,3,6139,7.45454545454545,6.54545454545455,4.63636363636364,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,114,2,0,-82,20462,0,1,2,3791,3,2426,7.2,8.6,7.2,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,27,2,0,69,15465,1,0,1,3245,11,3084,5.09090909090909,4.72727272727273,5.81818181818182,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,203,2,1,-76,14795,0,0,2,3872,4,3528,5,9.2,8.5,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,140,1,0,-38,20680,0,1,2,3060,10,19387,8.1,7.7,8.1,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,100,1,1,-76,12803,0,0,2,1462,20,6575,4.45454545454545,7.45454545454545,4.54545454545455,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,163,1,0,-54,13178,0,1,2,5984,15,2902,5.63636363636364,8.27272727272727,7.54545454545455,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,147,1,1,88,11343,1,1,2,1868,3,4398,7.1,7.3,6.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,78,1,0,74,20916,1,0,2,8055,13,8604,4.9,3.5,7.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,190,1,0,-87,14884,0,1,2,2180,15,21533,3.45454545454545,3.81818181818182,5.63636363636364,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,2,1,0,94,27843,1,0,2,1721,4,2096,5.81818181818182,5.45454545454545,6.36363636363636,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,53,2,1,58,28814,1,1,1,3216,13,31535,6.9,8.7,7.4,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
5,1,134,2,1,-61,7927,0,0,1,1246,14,3134,4.09090909090909,7.36363636363636,6.81818181818182,86,43,38,71,88,79,19,26,48,62,38,24,27,1,3
6,1,75,3,0,50,7824,1,0,2,1848,5,4286,4.54545454545455,6.45454545454545,7.36363636363636,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,19,1,1,80,13839,1,1,1,1556,10,4047,4.81818181818182,7.54545454545455,5.09090909090909,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,134,1,1,76,6604,1,1,2,1277,3,1942,3.8,4,8,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,179,1,0,69,15155,1,0,2,1557,4,3710,6.45454545454545,6.90909090909091,4.81818181818182,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,36,1,0,40,23248,1,0,1,1132,8,3734,7.1,7.5,7.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,53,1,1,81,14220,1,1,2,1860,5,1927,5.9,8.9,7.6,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,108,1,1,70,14002,1,1,1,1797,9,2152,3,4.72727272727273,4.81818181818182,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,136,1,1,-69,6795,0,0,1,1412,12,2310,6.27272727272727,8.09090909090909,5.09090909090909,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,1,1,0,-72,13023,0,1,2,652,4,2751,4.45454545454545,4,7.18181818181818,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,88,1,1,75,14393,1,1,2,3339,4,2246,6.2,6.8,5.5,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,112,3,1,93,4849,1,1,2,1605,8,3038,7,7.9,7.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,27,3,0,74,8343,1,0,1,693,14,3294,4.81818181818182,5.36363636363636,8.45454545454546,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,184,2,0,60,8099,1,0,2,1868,6,2096,7.5,6.2,6.2,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,208,3,0,78,12765,1,0,1,405,8,2847,6.4,4.3,6.6,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,81,3,1,29,6656,1,1,1,2006,13,2736,4.7,6.6,3.9,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,69,3,1,25,11777,1,1,1,1476,6,2048,5.8,7.7,6.5,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,203,3,0,-48,11651,0,1,1,1764,13,3431,5.9,6.1,7.3,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,21,3,0,100,10667,1,0,2,1236,1,5262,5,5.7,7,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,163,3,1,63,6947,1,1,1,1244,13,2057,5.09090909090909,7.72727272727273,4.54545454545455,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,77,3,1,-33,22780,0,0,1,1253,2,1870,3,3.5,5.9,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,162,3,0,-22,14491,0,1,1,557,16,3064,4.90909090909091,5.90909090909091,4.63636363636364,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,78,3,1,50,6037,1,1,2,2123,5,2567,6.7,4.1,5.7,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,68,3,0,-35,11762,0,1,2,1413,12,2288,4.63636363636364,8.54545454545454,5.36363636363636,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,181,2,1,26,14284,1,1,1,483,11,1823,3.4,4.5,5.7,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,99,3,1,66,10301,1,1,2,1268,6,4388,4.63636363636364,4.36363636363636,4.18181818181818,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,123,3,1,31,15972,1,1,1,948,16,6078,4.36363636363636,7.09090909090909,7.72727272727273,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,177,3,0,-80,13895,0,1,1,2828,13,2199,4.36363636363636,8.09090909090909,4.27272727272727,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,126,2,1,61,8790,1,1,1,1357,9,3144,7,4.2,6.1,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,159,2,1,23,8687,1,1,2,1181,1,5935,8.3,8.4,6.2,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,100,2,0,49,28976,1,0,2,1267,2,3088,3.27272727272727,5.54545454545455,5.72727272727273,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,147,2,1,59,8270,1,1,1,1811,15,1736,5.72727272727273,7.09090909090909,6.18181818181818,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,190,2,0,-78,13862,0,1,1,1440,20,3224,5.7,6.5,3.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,7,2,0,100,7270,1,0,1,957,11,2064,3.45454545454545,3.90909090909091,5.45454545454545,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,129,2,1,60,10916,1,1,2,2340,6,1423,5.36363636363636,8,5.63636363636364,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,118,2,0,-53,7642,0,1,1,1125,8,2206,6.1,5,6.5,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,62,2,0,60,5059,1,0,2,860,5,2960,7.45454545454545,6.54545454545455,4.63636363636364,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,38,2,0,100,11002,1,0,2,1494,1,3920,7.2,8.6,7.2,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,120,2,0,-100,9096,0,1,1,1524,17,2887,5.09090909090909,4.72727272727273,5.81818181818182,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,174,2,1,96,7344,1,1,1,2309,3,3358,5,9.2,8.5,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,12,1,0,70,9356,1,0,1,1939,3,1984,8.1,7.7,8.1,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,114,1,1,12,11022,1,1,2,1521,2,3207,4.45454545454545,7.45454545454545,4.54545454545455,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,125,1,0,76,60453,1,0,1,1427,3,2775,5.63636363636364,8.27272727272727,7.54545454545455,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,2,1,1,100,8594,1,1,2,1116,1,1399,7.1,7.3,6.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,30,1,0,65,8453,1,0,2,828,2,2344,4.9,3.5,7.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,86,1,0,35,9858,1,0,1,411,11,2816,3.45454545454545,3.81818181818182,5.63636363636364,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,140,1,0,69,5421,1,0,1,485,6,3663,5.81818181818182,5.45454545454545,6.36363636363636,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,95,2,1,34,19769,1,1,1,748,14,2335,6.9,8.7,7.4,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
6,1,168,2,1,27,8945,1,1,1,611,16,2855,4.09090909090909,7.36363636363636,6.81818181818182,81,67,45,50,76,88,50,19,69,67,36,50,26,1,4
7,2,113,1,1,-33,8283,0,0,1,1605,13,2169,5.90909090909091,6.45454545454545,5.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,194,1,1,-11,9551,0,0,2,768,5,2377,4.90909090909091,6.09090909090909,7.45454545454545,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,164,1,0,-32,12823,0,1,1,1353,7,1696,4.72727272727273,7,5.90909090909091,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,127,1,1,54,6401,1,1,2,1529,9,2821,4.9,6,6.4,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,165,1,1,43,14003,1,1,2,1137,11,2066,6.54545454545455,8.36363636363636,7,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,161,1,0,45,4975,1,0,1,1561,13,1745,4.72727272727273,7.45454545454545,6.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,87,1,1,42,6309,1,1,1,925,9,1439,3.7,3.7,6.7,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,28,1,1,-6,7759,0,0,1,1237,8,3408,6.09090909090909,7.18181818181818,5.54545454545455,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,122,3,0,85,6215,1,0,1,2233,8,2874,6.8,8.8,8,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,39,3,0,-50,9338,0,1,1,1284,19,1985,4.45454545454545,6.36363636363636,6.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,182,3,1,89,5095,1,1,2,2243,14,2126,6.36363636363636,7.45454545454545,7.90909090909091,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,34,3,0,64,8830,1,0,1,850,5,3595,8,7.72727272727273,8,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,23,3,1,86,8052,1,1,2,1536,13,2479,6.18181818181818,5.27272727272727,6.90909090909091,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,119,3,0,23,5811,1,0,1,1036,11,1477,6.6,9.2,7.7,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,90,3,1,67,6132,1,1,1,1290,5,2198,5.63636363636364,6.72727272727273,6.54545454545455,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,206,3,1,-100,7463,0,0,2,1873,20,3647,6.4,5.6,5.9,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,180,3,1,39,8711,1,1,1,1293,11,1949,3.54545454545455,3.45454545454545,7.27272727272727,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,104,3,0,37,5089,1,0,1,1269,14,3879,5.6,8.9,8.2,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,74,3,0,-70,11428,0,1,2,1185,22,2251,6.27272727272727,6.18181818181818,6.18181818181818,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,187,3,0,93,5337,1,0,1,576,24,2505,5.90909090909091,5.72727272727273,2.45454545454545,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,109,2,0,64,8834,1,0,1,1172,21,2416,5.6,6.6,7.8,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,128,3,1,-42,6685,0,0,2,845,15,2759,5.2,6.4,5.9,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,139,3,1,-89,4360,0,0,1,893,20,1292,7.5,8,7.4,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,31,3,1,61,6763,1,1,1,483,8,2069,3.45454545454545,5.36363636363636,7.09090909090909,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,191,2,1,-87,8109,0,0,2,581,24,2883,5,2.9,3.9,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,145,2,1,50,7794,1,1,1,1045,3,2370,4.09090909090909,7.63636363636364,6.45454545454545,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,192,2,1,-93,6184,0,0,2,721,24,2005,4.81818181818182,5.63636363636364,5.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,116,2,1,67,8268,1,1,1,473,19,1261,5.09090909090909,7.81818181818182,7,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,97,2,0,36,8010,1,0,1,485,10,2621,6,7.2,8.1,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,157,2,0,-82,10291,0,1,1,1076,15,1573,6,7.6,8,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,151,2,0,32,7891,1,0,1,1097,11,1863,4.7,7.9,5,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,130,2,0,-88,15046,0,1,2,3134,20,1774,6.09090909090909,7.81818181818182,6.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,85,2,0,-65,7159,0,1,1,621,9,1439,4,6.54545454545455,5.90909090909091,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,209,2,1,-93,6414,0,0,1,684,17,2830,5.72727272727273,6.18181818181818,6,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,17,2,0,41,4880,1,0,1,1130,11,1695,5,5.81818181818182,6.72727272727273,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,76,3,0,93,7988,1,0,2,482,24,2236,6.54545454545455,7.27272727272727,6.36363636363636,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,80,1,0,-60,7093,0,1,1,1106,17,1496,3.63636363636364,4.36363636363636,6.36363636363636,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,18,1,0,-62,4559,0,1,2,885,15,3464,5.63636363636364,6.45454545454545,6,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,103,1,1,-100,59849,0,0,2,2893,19,3892,6.54545454545455,6.81818181818182,5.81818181818182,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,64,1,0,60,5083,1,0,1,484,13,2384,4.2,4.6,6.8,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,178,1,0,25,10928,1,0,1,917,8,1489,3.27272727272727,4,5.45454545454545,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,93,1,0,69,6450,1,0,1,927,7,1762,4.63636363636364,6.63636363636364,7.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,50,1,1,87,3488,1,1,1,732,15,2250,3.27272727272727,5.27272727272727,5.72727272727273,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,70,1,0,47,6210,1,0,2,2410,6,2363,3.8,4.3,7.1,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,176,2,1,65,4577,1,1,2,649,5,1822,5.36363636363636,6,6.54545454545455,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,3,2,1,92,6588,1,1,2,1162,6,2661,6.1,5,4.4,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,124,2,0,-28,8442,0,1,2,1114,5,1793,4.63636363636364,6.63636363636364,6.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
7,2,205,2,1,66,4570,1,1,1,877,9,1447,3.81818181818182,7.36363636363636,6.63636363636364,90,67,26,62,86,88,62,38,62,50,45,50,20,1,2
8,1,77,3,0,96,9497,1,0,2,3397,16,5534,4.54545454545455,6.45454545454545,7.36363636363636,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,140,1,1,-26,17473,0,0,1,1527,3,4555,4.81818181818182,7.54545454545455,5.09090909090909,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,88,1,1,6,14142,1,1,1,2623,7,4411,3.8,4,8,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,75,1,0,81,9939,1,0,2,1524,3,3005,6.45454545454545,6.90909090909091,4.81818181818182,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,120,1,0,-47,10408,0,1,2,6184,4,7804,7.1,7.5,7.4,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,30,1,1,95,9280,1,1,2,6562,11,6071,5.9,8.9,7.6,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,86,1,1,-23,10009,0,0,1,1332,14,3961,3,4.72727272727273,4.81818181818182,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,100,1,1,-32,9419,0,0,2,1863,11,7733,6.27272727272727,8.09090909090909,5.09090909090909,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,62,1,0,-91,11360,0,1,2,1748,18,3994,4.45454545454545,4,7.18181818181818,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
8,1,53,1,1,34,15994,1,1,1,2069,8,3641,6.2,6.8,5.5,93,71,43,48,93,95,24,57,43,38,43,45,24,2,4
